month;product_id;market_id;category;brand;lifecycle_stage;region;lead_time_months;strategic_priority;actual_demand_units;promo_flag;campaign_intensity;demand_signal_quality;available_supply_units;production_capacity_units;supply_constraint_flag;actual_shipped_units;unfulfilled_demand_units;service_level_pct;ending_inventory_units;inventory_risk_status
1/11/2021;PRD010;MKT004;Skincare;Caspia;Core;NA;2;4;2139;0;1,45;Medium;16408;20166;1;1581;558;0,74;1560;Normal
1/11/2021;PRD010;MKT005;Skincare;Caspia;Core;NA;3;2;2139;0;1,45;High;16408;20166;1;1477;662;0,69;400;Normal
1/11/2021;PRD010;MKT006;Skincare;Caspia;Core;LATAM;2;2;1208;0;1,45;High;16408;20166;1;991;217;0,82;395;Normal
1/11/2021;PRD010;MKT007;Skincare;Caspia;Core;LATAM;3;1;1764;0;1,45;Medium;16408;20166;1;1224;540;0,69;853;Normal
1/11/2021;PRD010;MKT008;Skincare;Caspia;Core;LATAM;4;5;1359;0;1,45;Medium;16408;20166;1;1359;0;1;898;Normal
1/11/2021;PRD010;MKT009;Skincare;Caspia;Core;APAC;4;4;979;0;1,45;High;16408;20166;1;979;0;1;774;Normal
1/11/2021;PRD010;MKT010;Skincare;Caspia;Core;APAC;3;4;1976;0;1,45;Medium;16408;20166;1;1563;413;0,79;2554;Normal
1/11/2021;PRD010;MKT011;Skincare;Caspia;Core;MEA;3;1;1908;0;1,45;High;16408;20166;1;1291;617;0,68;2379;Normal
1/11/2021;PRD010;MKT012;Skincare;Caspia;Core;MEA;4;5;1729;0;1,45;Medium;16408;20166;1;1587;142;0,92;1688;Normal
1/11/2021;PRD011;MKT001;Makeup;Caspia;Seasonal;WE;1;3;1587;1;1,45;High;15854;19039;1;1170;417;0,74;794;Normal
1/11/2021;PRD011;MKT002;Makeup;Caspia;Seasonal;WE;1;5;1961;0;1,45;Low;15854;19039;1;1500;461;0,76;147;Stockout Risk
1/11/2021;PRD011;MKT003;Makeup;Caspia;Seasonal;WE;2;4;805;0;1,45;High;15854;19039;1;805;0;1;198;Stockout Risk
1/11/2021;PRD011;MKT004;Makeup;Caspia;Seasonal;NA;2;4;2103;0;1,45;Medium;15854;19039;1;1543;560;0,73;1095;Normal
1/11/2021;PRD011;MKT005;Makeup;Caspia;Seasonal;NA;3;2;2128;1;1,45;Medium;15854;19039;1;1453;675;0,68;2194;Normal
1/11/2021;PRD011;MKT006;Makeup;Caspia;Seasonal;LATAM;2;2;914;0;1,45;Medium;15854;19039;1;839;75;0,92;837;Normal
1/11/2021;PRD011;MKT007;Makeup;Caspia;Seasonal;LATAM;3;1;1674;0;1,45;High;15854;19039;1;1166;508;0,7;2063;Normal
1/11/2021;PRD011;MKT008;Makeup;Caspia;Seasonal;LATAM;4;5;787;0;1,45;High;15854;19039;1;787;0;1;621;Normal
1/11/2021;PRD011;MKT009;Makeup;Caspia;Seasonal;APAC;4;4;1385;1;1,45;Low;15854;19039;1;1325;60;0,96;1573;Normal
1/11/2021;PRD011;MKT010;Makeup;Caspia;Seasonal;APAC;3;4;2139;0;1,45;High;15854;19039;1;1616;523;0,76;339;Stockout Risk
1/11/2021;PRD011;MKT011;Makeup;Caspia;Seasonal;MEA;3;1;2520;1;1,45;High;15854;19039;1;1554;966;0,62;550;Normal
1/11/2021;PRD011;MKT012;Makeup;Caspia;Seasonal;MEA;4;5;1842;0;1,45;Medium;15854;19039;1;1614;228;0,88;2460;Normal
1/11/2021;PRD012;MKT001;Bodycare;Caspia;Core;WE;1;3;610;0;1,45;High;6487;8134;1;474;136;0,78;1025;Normal
1/11/2021;PRD012;MKT002;Bodycare;Caspia;Core;WE;1;5;640;0;1,45;Medium;6487;8134;1;554;86;0,87;881;Normal
1/11/2021;PRD012;MKT003;Bodycare;Caspia;Core;WE;2;4;489;1;1,45;Medium;6487;8134;1;472;17;0,97;1460;High Overstock Risk
1/11/2021;PRD012;MKT004;Bodycare;Caspia;Core;NA;2;4;821;0;1,45;High;6487;8134;1;632;189;0,77;1772;High Overstock Risk
1/11/2021;PRD012;MKT005;Bodycare;Caspia;Core;NA;3;2;454;0;1,45;Medium;6487;8134;1;412;42;0,91;1734;High Overstock Risk
1/11/2021;PRD012;MKT006;Bodycare;Caspia;Core;LATAM;2;2;328;0;1,45;Medium;6487;8134;1;328;0;1;1603;High Overstock Risk
1/11/2021;PRD012;MKT007;Bodycare;Caspia;Core;LATAM;3;1;748;0;1,45;Medium;6487;8134;1;522;226;0,7;1347;High Overstock Risk
1/11/2021;PRD012;MKT008;Bodycare;Caspia;Core;LATAM;4;5;434;0;1,45;High;6487;8134;1;434;0;1;862;Normal
1/11/2021;PRD012;MKT009;Bodycare;Caspia;Core;APAC;4;4;391;0;1,45;Medium;6487;8134;1;391;0;1;34;Stockout Risk
1/11/2021;PRD012;MKT010;Bodycare;Caspia;Core;APAC;3;4;702;0;1,45;High;6487;8134;1;598;104;0,85;1416;Normal
1/11/2021;PRD012;MKT011;Bodycare;Caspia;Core;MEA;3;1;923;0;1,45;Medium;6487;8134;1;606;317;0,66;371;Normal
1/11/2021;PRD012;MKT012;Bodycare;Caspia;Core;MEA;4;5;1197;1;1,45;High;6487;8134;1;893;304;0,75;1267;Normal
1/11/2021;PRD013;MKT001;Fragrance;Domaine;Core;WE;1;3;1782;0;1,45;High;23411;38518;1;1421;361;0,8;346;Stockout Risk
1/11/2021;PRD013;MKT002;Fragrance;Domaine;Core;WE;1;5;2918;0;1,45;High;23411;38518;1;2151;767;0,74;926;Normal
1/11/2021;PRD013;MKT003;Fragrance;Domaine;Core;WE;2;4;2113;0;1,45;High;23411;38518;1;1768;345;0,84;1706;Normal
1/11/2021;PRD013;MKT004;Fragrance;Domaine;Core;NA;2;4;2347;0;1,45;High;23411;38518;1;1869;478;0,8;3004;Normal
1/11/2021;PRD013;MKT005;Fragrance;Domaine;Core;NA;3;2;2690;0;1,45;Medium;23411;38518;1;1865;825;0,69;2418;Normal
1/11/2021;PRD013;MKT006;Fragrance;Domaine;Core;LATAM;2;2;2246;1;1,45;Medium;23411;38518;1;1588;658;0,71;826;Normal
1/11/2021;PRD013;MKT007;Fragrance;Domaine;Core;LATAM;3;1;2840;0;1,45;Medium;23411;38518;1;1812;1028;0,64;556;Normal
1/11/2021;PRD013;MKT008;Fragrance;Domaine;Core;LATAM;4;5;1884;0;1,45;High;23411;38518;1;1884;0;1;1431;Normal
1/11/2021;PRD013;MKT009;Fragrance;Domaine;Core;APAC;4;4;1951;0;1,45;High;23411;38518;1;1866;85;0,96;358;Stockout Risk
1/11/2021;PRD013;MKT010;Fragrance;Domaine;Core;APAC;3;4;2681;0;1,45;High;23411;38518;1;2099;582;0,78;1965;Normal
1/11/2021;PRD013;MKT011;Fragrance;Domaine;Core;MEA;3;1;2722;0;1,45;High;23411;38518;1;1761;961;0,65;1651;Normal
1/11/2021;PRD013;MKT012;Fragrance;Domaine;Core;MEA;4;5;4879;1;1,45;High;23411;38518;1;3256;1623;0,67;2903;Normal
1/11/2021;PRD014;MKT001;Skincare;Domaine;Seasonal;WE;1;3;1464;0;1,45;Medium;17410;28493;1;1102;362;0,75;2705;Normal
1/11/2021;PRD014;MKT002;Skincare;Domaine;Seasonal;WE;1;5;2928;0;1,45;High;17410;28493;1;1890;1038;0,65;1263;Normal
1/11/2021;PRD014;MKT003;Skincare;Domaine;Seasonal;WE;2;4;985;1;1,45;High;17410;28493;1;985;0;1;2448;Normal
1/11/2021;PRD014;MKT004;Skincare;Domaine;Seasonal;NA;2;4;2189;0;1,45;Medium;17410;28493;1;1554;635;0,71;721;Normal
1/11/2021;PRD014;MKT005;Skincare;Domaine;Seasonal;NA;3;2;2519;0;1,45;High;17410;28493;1;1583;936;0,63;1457;Normal
1/11/2021;PRD014;MKT006;Skincare;Domaine;Seasonal;LATAM;2;2;1354;0;1,45;Medium;17410;28493;1;1031;323;0,76;961;Normal
1/11/2021;PRD014;MKT007;Skincare;Domaine;Seasonal;LATAM;3;1;1630;0;1,45;Medium;17410;28493;1;1123;507;0,69;660;Normal
1/11/2021;PRD014;MKT008;Skincare;Domaine;Seasonal;LATAM;4;5;1211;0;1,45;High;17410;28493;1;1211;0;1;1078;Normal
1/11/2021;PRD014;MKT009;Skincare;Domaine;Seasonal;APAC;4;4;783;0;1,45;High;17410;28493;1;783;0;1;77;Stockout Risk
1/11/2021;PRD014;MKT010;Skincare;Domaine;Seasonal;APAC;3;4;2959;0;1,45;Low;17410;28493;1;1940;1019;0,66;6902;High Overstock Risk
1/11/2021;PRD014;MKT011;Skincare;Domaine;Seasonal;MEA;3;1;3461;0;1,45;High;17410;28493;1;1894;1567;0,55;852;Normal
1/11/2021;PRD014;MKT012;Skincare;Domaine;Seasonal;MEA;4;5;2306;0;1,45;Low;17410;28493;1;1811;495;0,79;870;Normal
1/11/2021;PRD015;MKT001;Makeup;Domaine;New Launch;WE;1;3;0;0;1,45;High;0;0;0;0;0;1;1426;Normal
1/11/2021;PRD015;MKT002;Makeup;Domaine;New Launch;WE;1;5;0;0;1,45;Medium;0;0;0;0;0;1;648;Normal
1/11/2021;PRD015;MKT003;Makeup;Domaine;New Launch;WE;2;4;0;1;1,45;Medium;0;0;0;0;0;1;687;Normal
1/11/2021;PRD015;MKT004;Makeup;Domaine;New Launch;NA;2;4;0;0;1,45;High;0;0;0;0;0;1;1311;Normal
1/11/2021;PRD015;MKT005;Makeup;Domaine;New Launch;NA;3;2;0;0;1,45;Low;0;0;0;0;0;1;1676;Normal
1/11/2021;PRD015;MKT006;Makeup;Domaine;New Launch;LATAM;2;2;0;0;1,45;High;0;0;0;0;0;1;1638;Normal
1/11/2021;PRD015;MKT007;Makeup;Domaine;New Launch;LATAM;3;1;0;0;1,45;High;0;0;0;0;0;1;1174;Normal
1/11/2021;PRD015;MKT008;Makeup;Domaine;New Launch;LATAM;4;5;0;0;1,45;Medium;0;0;0;0;0;1;564;Normal
1/11/2021;PRD015;MKT009;Makeup;Domaine;New Launch;APAC;4;4;0;1;1,45;High;0;0;0;0;0;1;1301;Normal
1/11/2021;PRD015;MKT010;Makeup;Domaine;New Launch;APAC;3;4;0;0;1,45;High;0;0;0;0;0;1;1320;Normal
1/11/2021;PRD015;MKT011;Makeup;Domaine;New Launch;MEA;3;1;0;0;1,45;Medium;0;0;0;0;0;1;501;Normal
1/11/2021;PRD015;MKT012;Makeup;Domaine;New Launch;MEA;4;5;0;0;1,45;High;0;0;0;0;0;1;638;Normal
1/11/2021;PRD016;MKT001;Bodycare;Domaine;New Launch;WE;1;3;0;0;1,45;High;0;0;0;0;0;1;1599;Normal
1/11/2021;PRD016;MKT002;Bodycare;Domaine;New Launch;WE;1;5;0;0;1,45;High;0;0;0;0;0;1;653;Normal
1/11/2021;PRD016;MKT003;Bodycare;Domaine;New Launch;WE;2;4;0;0;1,45;Medium;0;0;0;0;0;1;973;Normal
1/11/2021;PRD016;MKT004;Bodycare;Domaine;New Launch;NA;2;4;0;0;1,45;High;0;0;0;0;0;1;725;Normal
1/11/2021;PRD016;MKT005;Bodycare;Domaine;New Launch;NA;3;2;0;0;1,45;Medium;0;0;0;0;0;1;1349;Normal
1/11/2021;PRD016;MKT006;Bodycare;Domaine;New Launch;LATAM;2;2;0;0;1,45;High;0;0;0;0;0;1;720;Normal
1/11/2021;PRD016;MKT007;Bodycare;Domaine;New Launch;LATAM;3;1;0;0;1,45;High;0;0;0;0;0;1;1416;Normal
1/11/2021;PRD016;MKT008;Bodycare;Domaine;New Launch;LATAM;4;5;0;0;1,45;Medium;0;0;0;0;0;1;1147;Normal
1/11/2021;PRD016;MKT009;Bodycare;Domaine;New Launch;APAC;4;4;0;1;1,45;High;0;0;0;0;0;1;1349;Normal
1/11/2021;PRD016;MKT010;Bodycare;Domaine;New Launch;APAC;3;4;0;0;1,45;Low;0;0;0;0;0;1;1482;Normal
1/11/2021;PRD016;MKT011;Bodycare;Domaine;New Launch;MEA;3;1;0;0;1,45;Medium;0;0;0;0;0;1;1630;Normal
1/11/2021;PRD016;MKT012;Bodycare;Domaine;New Launch;MEA;4;5;0;0;1,45;High;0;0;0;0;0;1;1486;Normal
1/11/2021;PRD017;MKT001;Fragrance;Elyra;New Launch;WE;1;3;0;0;1,45;Medium;0;0;0;0;0;1;926;Normal
1/11/2021;PRD017;MKT002;Fragrance;Elyra;New Launch;WE;1;5;0;0;1,45;High;0;0;0;0;0;1;829;Normal
1/11/2021;PRD017;MKT003;Fragrance;Elyra;New Launch;WE;2;4;0;0;1,45;High;0;0;0;0;0;1;1415;Normal
1/11/2021;PRD017;MKT004;Fragrance;Elyra;New Launch;NA;2;4;0;0;1,45;High;0;0;0;0;0;1;1335;Normal
1/11/2021;PRD017;MKT005;Fragrance;Elyra;New Launch;NA;3;2;0;0;1,45;High;0;0;0;0;0;1;1093;Normal
1/11/2021;PRD017;MKT006;Fragrance;Elyra;New Launch;LATAM;2;2;0;0;1,45;High;0;0;0;0;0;1;1550;Normal
1/11/2021;PRD017;MKT007;Fragrance;Elyra;New Launch;LATAM;3;1;0;1;1,45;High;0;0;0;0;0;1;1181;Normal
1/11/2021;PRD017;MKT008;Fragrance;Elyra;New Launch;LATAM;4;5;0;0;1,45;Low;0;0;0;0;0;1;760;Normal
1/11/2021;PRD017;MKT009;Fragrance;Elyra;New Launch;APAC;4;4;0;0;1,45;Medium;0;0;0;0;0;1;1150;Normal
1/11/2021;PRD017;MKT010;Fragrance;Elyra;New Launch;APAC;3;4;0;0;1,45;Medium;0;0;0;0;0;1;1148;Normal
1/11/2021;PRD017;MKT011;Fragrance;Elyra;New Launch;MEA;3;1;0;0;1,45;High;0;0;0;0;0;1;1144;Normal
1/11/2021;PRD017;MKT012;Fragrance;Elyra;New Launch;MEA;4;5;0;1;1,45;Medium;0;0;0;0;0;1;1247;Normal
1/11/2021;PRD018;MKT001;Skincare;Elyra;Core;WE;1;3;1101;0;1,45;Medium;10409;13856;1;781;320;0,71;864;Normal
1/11/2021;PRD018;MKT002;Skincare;Elyra;Core;WE;1;5;1346;0;1,45;Medium;10409;13856;1;994;352;0,74;1414;Normal
1/11/2021;PRD018;MKT003;Skincare;Elyra;Core;WE;2;4;912;0;1,45;Medium;10409;13856;1;786;126;0,86;1880;Normal
1/11/2021;PRD018;MKT004;Skincare;Elyra;Core;NA;2;4;688;0;1,45;High;10409;13856;1;685;3;1;1315;Normal
1/11/2021;PRD018;MKT005;Skincare;Elyra;Core;NA;3;2;1234;1;1,45;High;10409;13856;1;862;372;0,7;1185;Normal
1/11/2021;PRD018;MKT006;Skincare;Elyra;Core;LATAM;2;2;830;0;1,45;High;10409;13856;1;645;185;0,78;852;Normal
1/11/2021;PRD018;MKT007;Skincare;Elyra;Core;LATAM;3;1;1437;1;1,45;High;10409;13856;1;902;535;0,63;13;Stockout Risk
1/11/2021;PRD018;MKT008;Skincare;Elyra;Core;LATAM;4;5;1140;0;1,45;Medium;10409;13856;1;1012;128;0,89;502;Normal
1/11/2021;PRD018;MKT009;Skincare;Elyra;Core;APAC;4;4;1101;1;1,45;Medium;10409;13856;1;944;157;0,86;1571;Normal
1/11/2021;PRD018;MKT010;Skincare;Elyra;Core;APAC;3;4;1477;0;1,45;High;10409;13856;1;1075;402;0,73;2079;Normal
1/11/2021;PRD018;MKT011;Skincare;Elyra;Core;MEA;3;1;946;0;1,45;High;10409;13856;1;682;264;0,72;1696;Normal
1/11/2021;PRD018;MKT012;Skincare;Elyra;Core;MEA;4;5;1203;1;1,45;High;10409;13856;1;1041;162;0,87;1769;Normal
1/11/2021;PRD019;MKT001;Makeup;Elyra;Seasonal;WE;1;3;1231;0;1,45;High;10814;15367;1;900;331;0,73;1258;Normal
1/11/2021;PRD019;MKT002;Makeup;Elyra;Seasonal;WE;1;5;1512;0;1,45;High;10814;15367;1;1138;374;0,75;1974;Normal
1/11/2021;PRD019;MKT003;Makeup;Elyra;Seasonal;WE;2;4;755;1;1,45;High;10814;15367;1;755;0;1;2418;High Overstock Risk
1/11/2021;PRD019;MKT004;Makeup;Elyra;Seasonal;NA;2;4;1239;1;1,45;Medium;10814;15367;1;992;247;0,8;1117;Normal
1/11/2021;PRD019;MKT005;Makeup;Elyra;Seasonal;NA;3;2;726;0;1,45;Low;10814;15367;1;678;48;0,93;457;Normal
1/11/2021;PRD019;MKT006;Makeup;Elyra;Seasonal;LATAM;2;2;483;0;1,45;Medium;10814;15367;1;483;0;1;520;Normal
1/11/2021;PRD019;MKT007;Makeup;Elyra;Seasonal;LATAM;3;1;1194;0;1,45;Low;10814;15367;1;853;341;0,71;1917;Normal
1/11/2021;PRD019;MKT008;Makeup;Elyra;Seasonal;LATAM;4;5;686;0;1,45;Medium;10814;15367;1;686;0;1;1757;High Overstock Risk
1/11/2021;PRD019;MKT009;Makeup;Elyra;Seasonal;APAC;4;4;553;0;1,45;Low;10814;15367;1;553;0;1;975;Normal
1/11/2021;PRD019;MKT010;Makeup;Elyra;Seasonal;APAC;3;4;1657;0;1,45;Medium;10814;15367;1;1230;427;0,74;1697;Normal
1/11/2021;PRD019;MKT011;Makeup;Elyra;Seasonal;MEA;3;1;1562;0;1,45;High;10814;15367;1;1030;532;0,66;363;Normal
1/11/2021;PRD019;MKT012;Makeup;Elyra;Seasonal;MEA;4;5;1269;0;1,45;High;10814;15367;1;1130;139;0,89;832;Normal
1/11/2021;PRD020;MKT001;Bodycare;Elyra;Seasonal;WE;1;3;639;0;1,45;Medium;9308;10392;1;589;50;0,92;1570;High Overstock Risk
1/11/2021;PRD020;MKT002;Bodycare;Elyra;Seasonal;WE;1;5;984;0;1,45;High;9308;10392;1;856;128;0,87;125;Stockout Risk
1/11/2021;PRD020;MKT003;Bodycare;Elyra;Seasonal;WE;2;4;725;0;1,45;High;9308;10392;1;710;15;0,98;901;Normal
1/11/2021;PRD020;MKT004;Bodycare;Elyra;Seasonal;NA;2;4;753;0;1,45;Medium;9308;10392;1;725;28;0,96;1693;Normal
1/11/2021;PRD020;MKT005;Bodycare;Elyra;Seasonal;NA;3;2;1252;0;1,45;Medium;9308;10392;1;922;330;0,74;761;Normal
1/11/2021;PRD020;MKT006;Bodycare;Elyra;Seasonal;LATAM;2;2;691;0;1,45;Low;9308;10392;1;603;88;0,87;1660;High Overstock Risk
1/11/2021;PRD020;MKT007;Bodycare;Elyra;Seasonal;LATAM;3;1;873;0;1,45;High;9308;10392;1;684;189;0,78;1732;High Overstock Risk
1/11/2021;PRD020;MKT008;Bodycare;Elyra;Seasonal;LATAM;4;5;476;0;1,45;High;9308;10392;1;476;0;1;1015;Normal
1/11/2021;PRD020;MKT009;Bodycare;Elyra;Seasonal;APAC;4;4;566;1;1,45;High;9308;10392;1;566;0;1;983;Normal
1/11/2021;PRD020;MKT010;Bodycare;Elyra;Seasonal;APAC;3;4;1301;0;1,45;Low;9308;10392;1;1037;264;0,8;373;Normal
1/11/2021;PRD020;MKT011;Bodycare;Elyra;Seasonal;MEA;3;1;1183;0;1,45;Medium;9308;10392;1;843;340;0,71;612;Normal
1/11/2021;PRD020;MKT012;Bodycare;Elyra;Seasonal;MEA;4;5;998;0;1,45;High;9308;10392;1;957;41;0,96;1071;Normal
1/11/2021;PRD021;MKT001;Fragrance;Florentis;Seasonal;WE;1;3;2299;0;1,45;Medium;18879;31875;1;1511;788;0,66;283;Stockout Risk
1/11/2021;PRD021;MKT002;Fragrance;Florentis;Seasonal;WE;1;5;3654;1;1,45;High;18879;31875;1;2263;1391;0,62;942;Normal
1/11/2021;PRD021;MKT003;Fragrance;Florentis;Seasonal;WE;2;4;1371;0;1,45;Medium;18879;31875;1;1269;102;0,93;395;Normal
1/11/2021;PRD021;MKT004;Fragrance;Florentis;Seasonal;NA;2;4;1560;0;1,45;Medium;18879;31875;1;1350;210;0,87;379;Normal
1/11/2021;PRD021;MKT005;Fragrance;Florentis;Seasonal;NA;3;2;3085;0;1,45;High;18879;31875;1;1882;1203;0,61;1060;Normal
1/11/2021;PRD021;MKT006;Fragrance;Florentis;Seasonal;LATAM;2;2;951;0;1,45;High;18879;31875;1;914;37;0,96;787;Normal
1/11/2021;PRD021;MKT007;Fragrance;Florentis;Seasonal;LATAM;3;1;1177;0;1,45;High;18879;31875;1;984;193;0,84;1917;Normal
1/11/2021;PRD021;MKT008;Fragrance;Florentis;Seasonal;LATAM;4;5;1666;0;1,45;High;18879;31875;1;1609;57;0,97;1727;Normal
1/11/2021;PRD021;MKT009;Fragrance;Florentis;Seasonal;APAC;4;4;1092;0;1,45;Medium;18879;31875;1;1092;0;1;428;Normal
1/11/2021;PRD021;MKT010;Fragrance;Florentis;Seasonal;APAC;3;4;2674;0;1,45;High;18879;31875;1;1885;789;0,7;240;Stockout Risk
1/11/2021;PRD021;MKT011;Fragrance;Florentis;Seasonal;MEA;3;1;3390;0;1,45;High;18879;31875;1;1923;1467;0,57;2379;Normal
1/11/2021;PRD021;MKT012;Fragrance;Florentis;Seasonal;MEA;4;5;2617;1;1,45;Medium;18879;31875;1;2012;605;0,77;1994;Normal
1/11/2021;PRD022;MKT001;Skincare;Florentis;New Launch;WE;1;3;0;0;1,45;Low;0;0;0;0;0;1;1430;Normal
1/11/2021;PRD022;MKT002;Skincare;Florentis;New Launch;WE;1;5;0;0;1,45;High;0;0;0;0;0;1;1044;Normal
1/11/2021;PRD022;MKT003;Skincare;Florentis;New Launch;WE;2;4;0;0;1,45;High;0;0;0;0;0;1;477;Normal
1/11/2021;PRD022;MKT004;Skincare;Florentis;New Launch;NA;2;4;0;0;1,45;Medium;0;0;0;0;0;1;1496;Normal
1/11/2021;PRD022;MKT005;Skincare;Florentis;New Launch;NA;3;2;0;0;1,45;Low;0;0;0;0;0;1;1018;Normal
1/11/2021;PRD022;MKT006;Skincare;Florentis;New Launch;LATAM;2;2;0;0;1,45;Low;0;0;0;0;0;1;1822;Normal
1/11/2021;PRD022;MKT007;Skincare;Florentis;New Launch;LATAM;3;1;0;0;1,45;High;0;0;0;0;0;1;1250;Normal
1/11/2021;PRD022;MKT008;Skincare;Florentis;New Launch;LATAM;4;5;0;0;1,45;Medium;0;0;0;0;0;1;727;Normal
1/11/2021;PRD022;MKT009;Skincare;Florentis;New Launch;APAC;4;4;0;0;1,45;High;0;0;0;0;0;1;614;Normal
1/11/2021;PRD022;MKT010;Skincare;Florentis;New Launch;APAC;3;4;0;0;1,45;Medium;0;0;0;0;0;1;1527;Normal
1/11/2021;PRD022;MKT011;Skincare;Florentis;New Launch;MEA;3;1;0;1;1,45;Medium;0;0;0;0;0;1;1014;Normal
1/11/2021;PRD022;MKT012;Skincare;Florentis;New Launch;MEA;4;5;0;0;1,45;High;0;0;0;0;0;1;690;Normal
1/11/2021;PRD023;MKT001;Makeup;Florentis;Seasonal;WE;1;3;1344;0;1,45;High;14358;22863;1;993;351;0,74;1255;Normal
1/11/2021;PRD023;MKT002;Makeup;Florentis;Seasonal;WE;1;5;2207;0;1,45;High;14358;22863;1;1511;696;0,68;2134;Normal
1/11/2021;PRD023;MKT003;Makeup;Florentis;Seasonal;WE;2;4;1095;0;1,45;High;14358;22863;1;1002;93;0,92;69;Stockout Risk
1/11/2021;PRD023;MKT004;Makeup;Florentis;Seasonal;NA;2;4;1684;1;1,45;Medium;14358;22863;1;1262;422;0,75;135;Stockout Risk
1/11/2021;PRD023;MKT005;Makeup;Florentis;Seasonal;NA;3;2;2910;1;1,45;High;14358;22863;1;1710;1200;0,59;1709;Normal
1/11/2021;PRD023;MKT006;Makeup;Florentis;Seasonal;LATAM;2;2;684;0;1,45;High;14358;22863;1;683;1;1;132;Stockout Risk
1/11/2021;PRD023;MKT007;Makeup;Florentis;Seasonal;LATAM;3;1;1664;0;1,45;High;14358;22863;1;1094;570;0,66;2138;Normal
1/11/2021;PRD023;MKT008;Makeup;Florentis;Seasonal;LATAM;4;5;1145;1;1,45;Medium;14358;22863;1;1145;0;1;36;Stockout Risk
1/11/2021;PRD023;MKT009;Makeup;Florentis;Seasonal;APAC;4;4;770;0;1,45;High;14358;22863;1;770;0;1;2368;High Overstock Risk
1/11/2021;PRD023;MKT010;Makeup;Florentis;Seasonal;APAC;3;4;1748;0;1,45;Medium;14358;22863;1;1339;409;0,77;0;Stockout Risk
1/11/2021;PRD023;MKT011;Makeup;Florentis;Seasonal;MEA;3;1;2271;0;1,45;High;14358;22863;1;1360;911;0,6;2756;Normal
1/11/2021;PRD023;MKT012;Makeup;Florentis;Seasonal;MEA;4;5;1275;0;1,45;Medium;14358;22863;1;1251;24;0,98;2087;Normal
1/11/2021;PRD024;MKT001;Bodycare;Florentis;Seasonal;WE;1;3;571;0;1,45;Medium;7934;10050;1;518;53;0,91;1835;High Overstock Risk
1/11/2021;PRD024;MKT002;Bodycare;Florentis;Seasonal;WE;1;5;1191;1;1,45;High;7934;10050;1;918;273;0,77;1274;Normal
1/11/2021;PRD024;MKT003;Bodycare;Florentis;Seasonal;WE;2;4;392;0;1,45;High;7934;10050;1;392;0;1;297;Normal
1/11/2021;PRD024;MKT004;Bodycare;Florentis;Seasonal;NA;2;4;532;0;1,45;High;7934;10050;1;532;0;1;454;Normal
1/11/2021;PRD024;MKT005;Bodycare;Florentis;Seasonal;NA;3;2;1019;0;1,45;High;7934;10050;1;767;252;0,75;999;Normal
1/11/2021;PRD024;MKT006;Bodycare;Florentis;Seasonal;LATAM;2;2;610;0;1,45;Medium;7934;10050;1;527;83;0,86;1701;High Overstock Risk
1/11/2021;PRD024;MKT007;Bodycare;Florentis;Seasonal;LATAM;3;1;724;0;1,45;Medium;7934;10050;1;575;149;0,79;1571;High Overstock Risk
1/11/2021;PRD024;MKT008;Bodycare;Florentis;Seasonal;LATAM;4;5;445;0;1,45;High;7934;10050;1;445;0;1;1539;High Overstock Risk
1/11/2021;PRD024;MKT009;Bodycare;Florentis;Seasonal;APAC;4;4;526;0;1,45;High;7934;10050;1;526;0;1;494;Normal
1/11/2021;PRD024;MKT010;Bodycare;Florentis;Seasonal;APAC;3;4;1249;0;1,45;High;7934;10050;1;965;284;0,77;2086;Normal
1/11/2021;PRD024;MKT011;Bodycare;Florentis;Seasonal;MEA;3;1;824;0;1,45;High;7934;10050;1;627;197;0,76;1526;Normal
1/11/2021;PRD024;MKT012;Bodycare;Florentis;Seasonal;MEA;4;5;706;0;1,45;Medium;7934;10050;1;706;0;1;1233;Normal
1/12/2021;PRD001;MKT001;Fragrance;Aurelian;Core;WE;1;3;3464;0;1,45;High;29520;40581;1;2332;1132;0,67;1907;Normal
1/12/2021;PRD001;MKT002;Fragrance;Aurelian;Core;WE;1;5;3653;0;1,45;Medium;29520;40581;1;2703;950;0,74;1445;Normal
1/12/2021;PRD001;MKT003;Fragrance;Aurelian;Core;WE;2;4;3560;0;1,45;Medium;29520;40581;1;2621;939;0,74;3603;Normal
1/12/2021;PRD001;MKT004;Fragrance;Aurelian;Core;NA;2;4;3196;0;1,45;Low;29520;40581;1;2462;734;0,77;0;Stockout Risk
1/12/2021;PRD001;MKT005;Fragrance;Aurelian;Core;NA;3;2;2467;0;1,45;Low;29520;40581;1;1960;507;0,79;2471;Normal
1/12/2021;PRD001;MKT006;Fragrance;Aurelian;Core;LATAM;2;2;1818;0;1,45;Medium;29520;40581;1;1575;243;0,87;1964;Normal
1/12/2021;PRD001;MKT007;Fragrance;Aurelian;Core;LATAM;3;1;4229;0;1,45;High;29520;40581;1;2582;1647;0,61;953;Normal
1/12/2021;PRD001;MKT008;Fragrance;Aurelian;Core;LATAM;4;5;2280;0;1,45;High;29520;40581;1;2280;0;1;1977;Normal
1/12/2021;PRD001;MKT009;Fragrance;Aurelian;Core;APAC;4;4;1771;0;1,45;High;29520;40581;1;1771;0;1;1827;Normal
1/12/2021;PRD001;MKT010;Fragrance;Aurelian;Core;APAC;3;4;4485;1;1,45;Medium;29520;40581;1;3126;1359;0,7;4054;Normal
